Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
1.177760750, 1, 1, 1, 0, 1, 1, 0, 0
1.177761000, 1, 0, 1, 0, 1, 1, 0, 0
1.178760250, 1, 0, 1, 1, 1, 1, 0, 0
1.181761250, 1, 0, 1, 0, 1, 1, 0, 0
1.184762500, 0, 0, 1, 0, 1, 1, 0, 0
1.184763000, 0, 1, 1, 0, 1, 1, 0, 0
1.185762500, 0, 1, 1, 1, 1, 1, 0, 0
1.188763250, 0, 1, 1, 0, 1, 1, 0, 0
1.191764750, 1, 1, 1, 0, 1, 1, 0, 0
1.191765500, 1, 1, 0, 0, 1, 1, 0, 0
1.192764500, 1, 1, 0, 1, 1, 1, 0, 0
1.195765250, 1, 1, 0, 0, 1, 1, 0, 0
1.198767000, 1, 0, 0, 0, 1, 1, 0, 0
1.198767500, 1, 0, 1, 0, 1, 1, 0, 0
1.199766500, 1, 0, 1, 1, 1, 1, 0, 0
1.202767250, 1, 0, 1, 0, 1, 1, 0, 0
1.205769000, 1, 1, 1, 0, 1, 1, 0, 0
1.205769500, 1, 1, 0, 0, 1, 1, 0, 0
1.206768500, 1, 1, 0, 1, 1, 1, 0, 0
1.209769250, 1, 1, 0, 0, 1, 1, 0, 0
1.212770500, 0, 1, 0, 0, 1, 1, 0, 0
1.212771500, 0, 1, 1, 0, 1, 1, 0, 0
1.213770500, 0, 1, 1, 1, 1, 1, 0, 0
1.216771250, 0, 1, 1, 0, 1, 1, 0, 0
1.219772750, 1, 1, 1, 0, 1, 1, 0, 0
1.220772500, 1, 1, 1, 1, 1, 1, 0, 0
1.223773250, 1, 1, 1, 0, 1, 1, 0, 0
1.226774500, 0, 1, 1, 0, 1, 1, 0, 0
1.226775500, 0, 1, 0, 0, 1, 1, 0, 0
1.227774500, 0, 1, 0, 1, 1, 1, 0, 0
1.230775250, 0, 1, 0, 0, 1, 1, 0, 0
1.233776750, 1, 1, 0, 0, 1, 1, 0, 0
1.234776500, 1, 1, 0, 1, 1, 1, 0, 0
1.237777250, 1, 1, 0, 0, 1, 1, 0, 0
1.240779000, 1, 0, 0, 0, 1, 1, 0, 0
1.240779500, 1, 0, 1, 0, 1, 1, 0, 0
1.241778500, 1, 0, 1, 1, 1, 1, 0, 0
1.244779250, 1, 0, 1, 0, 1, 1, 0, 0
1.247781250, 1, 1, 1, 0, 1, 1, 0, 0
1.248780500, 1, 1, 1, 1, 1, 1, 0, 0
1.251781500, 1, 1, 1, 0, 1, 1, 0, 0
1.254783000, 1, 0, 1, 0, 1, 1, 0, 0
1.254783500, 1, 0, 0, 0, 1, 1, 0, 0
1.255782500, 1, 0, 0, 1, 1, 1, 0, 0
1.258783500, 1, 0, 0, 0, 1, 1, 0, 0
1.262784500, 1, 0, 0, 1, 1, 1, 0, 0
1.265785500, 1, 0, 0, 0, 1, 1, 0, 0
1.269786500, 1, 0, 0, 1, 1, 1, 0, 0
1.272787500, 1, 0, 0, 0, 1, 1, 0, 0
1.275789000, 0, 0, 0, 0, 1, 1, 0, 0
1.275789250, 0, 1, 0, 0, 1, 1, 0, 0
1.275789750, 0, 1, 1, 0, 1, 1, 0, 0
1.276788500, 0, 1, 1, 1, 1, 1, 0, 0
1.279789500, 0, 1, 1, 0, 1, 1, 0, 0
1.282790750, 1, 1, 1, 0, 1, 1, 0, 0
1.282791000, 1, 0, 1, 0, 1, 1, 0, 0
1.282791500, 1, 0, 0, 0, 1, 1, 0, 0
1.283790500, 1, 0, 0, 1, 1, 1, 0, 0
1.286791500, 1, 0, 0, 0, 1, 1, 0, 0
1.289793250, 1, 1, 0, 0, 1, 1, 0, 0
1.289793750, 1, 1, 1, 0, 1, 1, 0, 0
1.290792500, 1, 1, 1, 1, 1, 1, 0, 0
1.293793500, 1, 1, 1, 0, 1, 1, 0, 0
1.296795000, 1, 0, 1, 0, 1, 1, 0, 0
1.296795500, 1, 0, 0, 0, 1, 1, 0, 0
1.297794500, 1, 0, 0, 1, 1, 1, 0, 0
1.300795500, 1, 0, 0, 0, 1, 1, 0, 0
1.303797000, 0, 0, 0, 0, 1, 1, 0, 0
1.303797250, 0, 1, 0, 0, 1, 1, 0, 0
1.303797750, 0, 1, 1, 0, 1, 1, 0, 0
1.304796750, 0, 1, 1, 1, 1, 1, 0, 0
1.307797500, 0, 1, 1, 0, 1, 1, 0, 0
1.310798750, 1, 1, 1, 0, 1, 1, 0, 0
1.310799000, 1, 0, 1, 0, 1, 1, 0, 0
1.310799750, 1, 0, 0, 0, 1, 1, 0, 0
1.311798750, 1, 0, 0, 1, 1, 1, 0, 0
1.314799500, 1, 0, 0, 0, 1, 1, 0, 0
1.317801750, 1, 0, 1, 0, 1, 1, 0, 0
1.318800750, 1, 0, 1, 1, 1, 1, 0, 0
1.321801500, 1, 0, 1, 0, 1, 1, 0, 0
1.324802500, 1, 0, 1, 0, 1, 1, 0, 1
1.324803000, 1, 1, 1, 0, 1, 1, 0, 1
1.325802750, 1, 1, 1, 1, 1, 1, 0, 1
1.328803500, 1, 1, 1, 0, 1, 1, 0, 1
1.331804750, 1, 1, 1, 0, 1, 1, 0, 0
1.331805000, 0, 1, 1, 0, 1, 1, 0, 0
1.332804750, 0, 1, 1, 1, 1, 1, 0, 0
1.335805500, 0, 1, 1, 0, 1, 1, 0, 0
1.338807250, 0, 0, 1, 0, 1, 1, 0, 0
1.339806750, 0, 0, 1, 1, 1, 1, 0, 0
1.342807500, 0, 0, 1, 0, 1, 1, 0, 0
1.345809000, 1, 0, 1, 0, 1, 1, 0, 0
1.345809250, 1, 1, 1, 0, 1, 1, 0, 0
1.345809750, 1, 1, 0, 0, 1, 1, 0, 0
1.346808750, 1, 1, 0, 1, 1, 1, 0, 0
1.349809500, 1, 1, 0, 0, 1, 1, 0, 0
1.352810500, 1, 1, 0, 0, 1, 1, 0, 1
1.353810750, 1, 1, 0, 1, 1, 1, 0, 1
1.356811500, 1, 1, 0, 0, 1, 1, 0, 1
1.359812750, 1, 1, 0, 0, 1, 1, 0, 0
1.359813500, 1, 0, 0, 0, 1, 1, 0, 0
1.359814000, 1, 0, 1, 0, 1, 1, 0, 0
1.360812750, 1, 0, 1, 1, 1, 1, 0, 0
1.363813500, 1, 0, 1, 0, 1, 1, 0, 0
1.366814500, 1, 0, 1, 0, 1, 1, 0, 1
1.366815250, 1, 1, 1, 0, 1, 1, 0, 1
1.367814750, 1, 1, 1, 1, 1, 1, 0, 1
1.370815750, 1, 1, 1, 0, 1, 1, 0, 1
1.373816750, 1, 1, 1, 0, 1, 1, 0, 0
1.373817500, 1, 0, 1, 0, 1, 1, 0, 0
1.374816750, 1, 0, 1, 1, 1, 1, 0, 0
1.377817750, 1, 0, 1, 0, 1, 1, 0, 0
1.380819000, 0, 0, 1, 0, 1, 1, 0, 0
1.380819250, 0, 1, 1, 0, 1, 1, 0, 0
1.381818750, 0, 1, 1, 1, 1, 1, 0, 0
1.384819750, 0, 1, 1, 0, 1, 1, 0, 0
1.388820750, 0, 1, 1, 1, 1, 1, 0, 0
1.391821750, 0, 1, 1, 0, 1, 1, 0, 0
1.394823250, 0, 0, 1, 0, 1, 1, 0, 0
1.395822750, 0, 0, 1, 1, 1, 1, 0, 0
1.398823750, 0, 0, 1, 0, 1, 1, 0, 0
1.401825250, 1, 0, 1, 0, 1, 1, 0, 0
1.401825500, 1, 1, 1, 0, 1, 1, 0, 0
1.401826000, 1, 1, 0, 0, 1, 1, 0, 0
1.402824750, 1, 1, 0, 1, 1, 1, 0, 0
1.405825750, 1, 1, 0, 0, 1, 1, 0, 0
1.408827750, 1, 1, 1, 0, 1, 1, 0, 0
1.409826750, 1, 1, 1, 1, 1, 1, 0, 0
1.412827750, 1, 1, 1, 0, 1, 1, 0, 0
1.415830000, 1, 1, 0, 0, 1, 1, 0, 0
1.416828750, 1, 1, 0, 1, 1, 1, 0, 0
1.419829750, 1, 1, 0, 0, 1, 1, 0, 0
1.422830750, 1, 1, 0, 0, 1, 1, 0, 1
1.423830750, 1, 1, 0, 1, 1, 1, 0, 1
1.426831750, 1, 1, 0, 0, 1, 1, 0, 1
1.429832750, 1, 1, 0, 0, 1, 1, 0, 0
1.429833250, 0, 1, 0, 0, 1, 1, 0, 0
1.429834000, 0, 1, 1, 0, 1, 1, 0, 0
1.430833000, 0, 1, 1, 1, 1, 1, 0, 0
1.433833750, 0, 1, 1, 0, 1, 1, 0, 0
1.436835000, 1, 1, 1, 0, 1, 1, 0, 0
1.436835250, 1, 0, 1, 0, 1, 1, 0, 0
1.436836000, 1, 0, 0, 0, 1, 1, 0, 0
1.437835000, 1, 0, 0, 1, 1, 1, 0, 0
1.440835750, 1, 0, 0, 0, 1, 1, 0, 0
1.443837500, 1, 1, 0, 0, 1, 1, 0, 0
1.444837000, 1, 1, 0, 1, 1, 1, 0, 0
1.447837750, 1, 1, 0, 0, 1, 1, 0, 0
1.450838750, 1, 1, 0, 0, 1, 1, 0, 1
1.450839250, 1, 0, 0, 0, 1, 1, 0, 1
1.451839000, 1, 0, 0, 1, 1, 1, 0, 1
1.454839750, 1, 0, 0, 0, 1, 1, 0, 1
1.457841000, 1, 0, 0, 0, 1, 1, 0, 0
1.457842000, 1, 0, 1, 0, 1, 1, 0, 0
1.458841000, 1, 0, 1, 1, 1, 1, 0, 0
1.461841750, 1, 0, 1, 0, 1, 1, 0, 0
1.464844000, 1, 0, 0, 0, 1, 1, 0, 0
1.465843000, 1, 0, 0, 1, 1, 1, 0, 0
1.468843750, 1, 0, 0, 0, 1, 1, 0, 0
1.471845500, 1, 1, 0, 0, 1, 1, 0, 0
1.471846000, 1, 1, 1, 0, 1, 1, 0, 0
1.472845000, 1, 1, 1, 1, 1, 1, 0, 0
1.475845750, 1, 1, 1, 0, 1, 1, 0, 0
1.478847250, 0, 1, 1, 0, 1, 1, 0, 0
1.478848000, 0, 1, 0, 0, 1, 1, 0, 0
1.479847000, 0, 1, 0, 1, 1, 1, 0, 0
1.482847750, 0, 1, 0, 0, 1, 1, 0, 0
1.485850250, 0, 1, 1, 0, 1, 1, 0, 0
1.486849000, 0, 1, 1, 1, 1, 1, 0, 0
1.489850000, 0, 1, 1, 0, 1, 1, 0, 0
1.492851250, 1, 1, 1, 0, 1, 1, 0, 0
1.492851500, 1, 0, 1, 0, 1, 1, 0, 0
1.492852000, 1, 0, 0, 0, 1, 1, 0, 0
1.493851000, 1, 0, 0, 1, 1, 1, 0, 0
1.496852000, 1, 0, 0, 0, 1, 1, 0, 0
1.499853750, 1, 1, 0, 0, 1, 1, 0, 0
1.500853000, 1, 1, 0, 1, 1, 1, 0, 0
1.503854000, 1, 1, 0, 0, 1, 1, 0, 0
1.506855250, 0, 1, 0, 0, 1, 1, 0, 0
1.506856000, 0, 1, 1, 0, 1, 1, 0, 0
1.507855000, 0, 1, 1, 1, 1, 1, 0, 0
1.510856000, 0, 1, 1, 0, 1, 1, 0, 0
1.514857000, 0, 1, 1, 1, 1, 1, 0, 0
1.517858000, 0, 1, 1, 0, 1, 1, 0, 0
1.521859000, 0, 1, 1, 1, 1, 1, 0, 0
1.524860000, 0, 1, 1, 0, 1, 1, 0, 0
1.527861500, 1, 1, 1, 0, 1, 1, 0, 0
1.527861750, 1, 0, 1, 0, 1, 1, 0, 0
1.528861000, 1, 0, 1, 1, 1, 1, 0, 0
1.531862000, 1, 0, 1, 0, 1, 1, 0, 0
1.534862750, 1, 0, 1, 0, 1, 1, 0, 1
1.534863500, 1, 1, 1, 0, 1, 1, 0, 1
1.535863000, 1, 1, 1, 1, 1, 1, 0, 1
1.538864000, 1, 1, 1, 0, 1, 1, 0, 1
1.541865000, 1, 1, 1, 0, 1, 1, 0, 0
1.541865500, 0, 1, 1, 0, 1, 1, 0, 0
1.542865000, 0, 1, 1, 1, 1, 1, 0, 0
1.545866000, 0, 1, 1, 0, 1, 1, 0, 0
1.548867000, 0, 1, 1, 0, 1, 1, 0, 1
1.548867500, 0, 0, 1, 0, 1, 1, 0, 1
1.549867250, 0, 0, 1, 1, 1, 1, 0, 1
1.552868000, 0, 0, 1, 0, 1, 1, 0, 1
1.555869000, 0, 0, 1, 0, 1, 1, 0, 0
1.555869500, 1, 0, 1, 0, 1, 1, 0, 0
1.555869750, 1, 1, 1, 0, 1, 1, 0, 0
1.555870250, 1, 1, 0, 0, 1, 1, 0, 0
1.556869250, 1, 1, 0, 1, 1, 1, 0, 0
1.559870000, 1, 1, 0, 0, 1, 1, 0, 0
1.563871250, 1, 1, 0, 1, 1, 1, 0, 0
1.566872000, 1, 1, 0, 0, 1, 1, 0, 0
1.569873500, 0, 1, 0, 0, 1, 1, 0, 0
1.569874250, 0, 1, 1, 0, 1, 1, 0, 0
1.570873250, 0, 1, 1, 1, 1, 1, 0, 0
1.573874000, 0, 1, 1, 0, 1, 1, 0, 0
1.576875250, 1, 1, 1, 0, 1, 1, 0, 0
1.576875750, 1, 0, 1, 0, 1, 1, 0, 0
1.576876250, 1, 0, 0, 0, 1, 1, 0, 0
1.577875250, 1, 0, 0, 1, 1, 1, 0, 0
1.580876000, 1, 0, 0, 0, 1, 1, 0, 0
1.583877750, 1, 1, 0, 0, 1, 1, 0, 0
1.584877250, 1, 1, 0, 1, 1, 1, 0, 0
1.587878000, 1, 1, 0, 0, 1, 1, 0, 0
1.590879750, 1, 0, 0, 0, 1, 1, 0, 0
1.590880250, 1, 0, 1, 0, 1, 1, 0, 0
1.591879250, 1, 0, 1, 1, 1, 1, 0, 0
1.594880000, 1, 0, 1, 0, 1, 1, 0, 0
1.597881500, 0, 0, 1, 0, 1, 1, 0, 0
1.597882000, 0, 1, 1, 0, 1, 1, 0, 0
1.598881250, 0, 1, 1, 1, 1, 1, 0, 0
1.601882000, 0, 1, 1, 0, 1, 1, 0, 0
1.604883750, 0, 0, 1, 0, 1, 1, 0, 0
1.604884250, 0, 0, 0, 0, 1, 1, 0, 0
1.605883250, 0, 0, 0, 1, 1, 1, 0, 0
1.608884000, 0, 0, 0, 0, 1, 1, 0, 0
1.611885500, 1, 0, 0, 0, 1, 1, 0, 0
1.611886000, 1, 1, 0, 0, 1, 1, 0, 0
1.611886250, 1, 1, 1, 0, 1, 1, 0, 0
1.612885250, 1, 1, 1, 1, 1, 1, 0, 0
1.615886250, 1, 1, 1, 0, 1, 1, 0, 0
1.618887000, 1, 1, 1, 0, 1, 1, 0, 1
1.618887750, 1, 0, 1, 0, 1, 1, 0, 1
1.619887250, 1, 0, 1, 1, 1, 1, 0, 1
1.622888250, 1, 0, 1, 0, 1, 1, 0, 1
